"Location","Activity ID","Activity Name","Start Date","Finish Date","Duration"
"DCH","CN-F-Z02.DCH.S36.TEQP.004","Place,Anchor,Fit-Out & Ground IDF 1.17 in Zone 2 DCH North","2025-11-17","2025-11-19","16"
"DCH","A1070","BMS-DCH1-Splice Fiber Loop","2025-11-17","2025-12-03","80"
"DCH","A1120","BMS-DCH2-Pull Fiber Loop","2025-11-17","2025-12-03","80"
"USS YARD","CN-F-Z01.MYD.S10.PDC-2.1784","Term & Torque MV Feeder from MY05-SWGR-RMU-PDC-CUB-2 to MY05-SWGR-RMU-USS-CUB-4 at MY05-SWGR-RMU-USS-CUB-4","2025-11-18","2025-11-21","24"
"USS YARD","CN-F-Z01.MYD.S10.USS-4.1786","Term & Torque MV Feeder from MY05-SWGR-RMU-USS-CUB-4 to MY05-SWGR-RMU-USS-CUB-6 at MY05-SWGR-RMU-USS-CUB-6","2025-11-18","2025-11-21","24"
"USS YARD","CN-F-Z01.MYD.S10.PDC-2.1794","Term & Torque MV Feeder from MY05-SWGR-RMU-PDC-CUB-2 to MY05-SWGR-RMU-USS-CUB-4 at MY05-SWGR-RMU-PDC-CUB-2","2025-11-18","2025-11-21","24"
"USS YARD","CN-F-Z01.MYD.S10.USS-4.1796","Term & Torque MV Feeder from MY05-SWGR-RMU-USS-CUB-4 to MY05-SWGR-RMU-USS-CUB-6 at MY05-SWGR-RMU-USS-CUB-4","2025-11-18","2025-11-21","24"
"USS YARD","CX-F-Z01.MYD.S21.L2.1825","L2 QC Electrical Install-MY05-XFMR-USS-CUB-6","2025-11-18","2025-11-20","16"
"GPS","CN-F-Z01.EYD.S14.GEN-16.316","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-16","2025-11-19","2025-11-21","16"
"GPS","CN-F-Z02.EYD.S14.SSS-E.1274","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-GPS at EY06-SWGR-GPS","2025-11-19","2025-11-24","24"
"SSS","CN-F-Z02.EYD.S14.SSS-F.1275","Term & Torque MV Feeder from SUBE-BUS-E to EY06-SWGR-SSS-F at EY06-SWGR-SSS-F","2025-11-19","2025-11-24","24"
"GPS","CN-F-Z02.EYD.S14.GPS.1349","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-GPS at EY06-SWGR-SSS-E","2025-11-19","2025-11-24","24"
"SSS","CN-F-Z02.EYD.S14.SSS-F.1350","Term & Torque MV Feeder from SUBE-BUS-E to EY06-SWGR-SSS-F at SUBE-BUS-E","2025-11-19","2025-11-24","24"
"SSS","CN-F-Z02.EYD.S14.SSS-E.1423","Term & Torque MV Feeder from SUBF-BUS-F to EY06-SWGR-SSS-E at EY06-SWGR-SSS-E","2025-11-19","2025-11-24","24"
"SSS","CN-F-Z02.EYD.S14.SSS-F.1425","Term & Torque MV Feeder from SUBF-BUS-F to EY06-SWGR-SSS-F at EY06-SWGR-SSS-F","2025-11-19","2025-11-24","24"
"SSS","CN-F-Z02.EYD.S14.SSS-E.1436","Term & Torque MV Feeder from SUBF-BUS-F to EY06-SWGR-SSS-E at SUBF-BUS-F","2025-11-19","2025-11-24","24"
"SSS","CN-F-Z02.EYD.S14.SSS-F.1438","Term & Torque MV Feeder from SUBF-BUS-F to EY06-SWGR-SSS-F at SUBF-BUS-F","2025-11-19","2025-11-24","24"
"DCH","CN-F-Z02.DCH.S36.TEQP.002","Place,Anchor,Fit-Out & Ground IDF 1.15 in Zone 2 DCH South","2025-11-19","2025-11-21","16"
"MYD","CN-F-Z01.MYD.S39.FRR.002","Complete Pathways to Fire Alarm Panels in MYD MUP Module","2025-11-19","2025-11-26","40"
"USS YARD","116348106","Term PDC 1+2 to FPH-USS-02,USS 2-LV","2025-11-19","2025-11-21","16"
"EYD","CON-BB-5375","EYD2-S14 Gen to GPS 480 Pulls Group 5","2025-11-19","2025-11-24","24"
"USS YARD","CN-F-Z01.EYD.S14.L2.3417","L2 QC Electrical Install-MY05-USS-CUB-4 (Control)","2025-11-20","2025-11-24","16"
"USS YARD","CN-F-Z01.EYD.S14.L2.3418","L2 QC Electrical Install-MY05-USS-CUB-6 (Control)","2025-11-20","2025-11-24","16"
"USS YARD","642360547","Feeder Chiller (term,test,torque)-USS-06,USS 6-LV","2025-11-20","2025-12-01","40"
"USS YARD","352342908","BDC for MY-01-USS-04,USS 4-LV","2025-11-20","2025-12-01","40"
"MCP","118350265","Install Conduit & CT Receptacles Conduit-MCP CTR 06,BUILDOUT","2025-11-20","2025-12-02","48"
"MCP","101342433","Roofing Membrane Install-MCP CTR 02,BUILDOUT","2025-11-20","2025-12-01","40"
"EYD","CX-10502","EYD1-Fuel Fill Station L3","2025-11-23","2025-12-05","64"
"DCH","470084330","DCH2-Fire Riser 1-573-Hang,Tape,& Finish Drywall","2025-11-23","2025-12-02","40"
"DCH","784074507","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Prime,1st,& Final Coat Paint","2025-11-23","2025-11-26","24"
"GPS","CN-F-Z01.EYD.S14.GEN-15.315","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-15","2025-11-23","2025-11-25","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.729","L2 QC Electrical Install-EY05-SWGR-USS-26","2025-11-23","2025-11-25","16"
"GPS","CN-F-Z02.EYD.S14.GEN-1.1160","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-1","2025-11-23","2025-11-24","8"
"DCH","CN-F-Z02.DCH.S18.TB.2140","Complete Pathway to TAPBOX-39TOP in Zone 2 DCH","2025-11-23","2025-11-24","8"
"MCP","CX-F-Z01.MYD.S24.L2.1818","L2 QC Electrical Install-MCP2-BDC","2025-11-23","2025-11-25","16"
"USS YARD","CX-F-Z01.MYD.S21.L2.1819","L2 QC Electrical Install-MY05-SWGR-RMU-USS-CUB-4","2025-11-23","2025-11-25","16"
"USS YARD","CX-F-Z01.MYD.S21.L2.1824","L2 QC Electrical Install-MY05-SWGR-RMU-USS-CUB-6","2025-11-23","2025-11-25","16"
"MCP","CX-F-Z01.MYD.S24.L2.1840","L2 QC Electrical Install-MCP1-Basin HT Panel A","2025-11-23","2025-11-25","16"
"MCP","CX-F-Z01.MYD.S24.L2.1841","L2 QC Electrical Install-MCP1-Basin HT Panel B","2025-11-23","2025-11-25","16"
"MCP","CX-F-Z01.MYD.S24.L2.1842","L2 QC Electrical Install-MCP1-HT TRACE CAB","2025-11-23","2025-11-25","16"
"GPS","CN-F-Z02.EYD.S14.EYD.0005","Install Cable Tray from Z2 EY-06-GEN 8-12 to GPS-2","2025-11-23","2025-12-01","32"
"DCH","CN-F-Z02.DCH.S18.TB.154","Complete Pathway to TAPBOX-39BOT in Zone 2 DCH","2025-11-23","2025-12-02","40"
"DCH","CN-F-Z02.DCH.S18.TB.158","Complete Pathway to TAPBOX-40BOT in Zone 2 DCH","2025-11-23","2025-12-02","40"
"DCH","CN-F-Z02.DCH.S18.TB.162","Complete Pathway to TAPBOX-40TOP in Zone 2 DCH","2025-11-23","2025-12-02","40"
"SSS","CN-F-Z01.EYD.S14.PRN.075","Splice & Test PRN Fiber at EY05-SSS-E","2025-11-23","2025-12-19","144"
"SSS","CN-F-Z01.EYD.S14.PRN.076","Splice & Test PRN Fiber at EY05-SSS-F","2025-11-23","2025-12-19","144"
"MCP","588326021","610 Motor Wire Pulls-MCP CTR 04,BUILDOUT","2025-11-23","2025-11-25","16"
"USS YARD","116348013","Torque PDC 1+2 to FPH-USS-02,USS 2-LV","2025-11-23","2025-11-24","8"
"MCP","588373861","610 Motor Heater Wire Pulls-MCP CTR 04,BUILDOUT","2025-11-23","2025-11-25","16"
"MCP","118310703","Install EFL / FG Fixtures-MCP CTR 06,BUILDOUT","2025-11-23","2025-12-02","40"
"GPS","CN-F-Z02.EYD.S14.GEN-2.1161","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-2","2025-11-24","2025-11-25","8"
"GPS","CN-F-Z02.EYD.S14.GEN-1.1330","Term & Torque MV Feeder from EY06-SWGR-GPS to EY06-GEN-1 at EY06-GEN-1","2025-11-24","2025-11-25","8"
"SSS","CX-F-Z02.EYD.S14.L2.1510","L2 QC Electrical Install-EY06-PNL-SSS-E-BDC","2025-11-24","2025-11-26","16"
"DCH","CN-F-Z02.DCH.S18.TB.2139","Complete Pathway to TAPBOX-42TOP in Zone 2 DCH","2025-11-24","2025-11-25","8"
"DCH","CN-F-Z02.DCH.S18.TB.2141","Complete Pathway to TAPBOX-41BOT in Zone 2 DCH","2025-11-24","2025-11-25","8"
"DCH","CN-F-Z02.DCH.S18.TB.166","Complete Pathway to TAPBOX-41TOP in Zone 2 DCH","2025-11-24","2025-12-03","40"
"DCH","CN-F-Z02.DCH.S18.TB.170","Complete Pathway to TAPBOX-42BOT in Zone 2 DCH","2025-11-24","2025-12-03","40"
"USS YARD","116308969","Test PDC 1+2 to FPH-USS-02,USS 2-LV","2025-11-24","2025-11-25","8"
"MCP","790305625","Basin Heater Wire Pulls/Terms-MCP CTR 01,BUILDOUT","2025-11-24","2025-12-01","24"
"MCP","790395245","610 Motor & Heater Terms-MCP CTR 01,BUILDOUT","2025-11-24","2025-12-01","24"
"EYD","CON-BB-5385","EYD2-S14 Gen to GPS 480 Pulls Group 6","2025-11-24","2025-12-01","24"
"GPS","CN-F-Z01.EYD.S14.GEN-14.314","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-14","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.646","L2 QC Electrical Install-EY05-SWGR-RMU-USS-MDA-E","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.649","L2 QC Electrical Install-EY05-SWGR-RMU-USS-MDA-F","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.652","L2 QC Electrical Install-EY05-SWGR-RMU-USS-1","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.655","L2 QC Electrical Install-EY05-SWGR-RMU-USS-2","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.658","L2 QC Electrical Install-EY05-SWGR-RMU-USS-3","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.661","L2 QC Electrical Install-EY05-SWGR-RMU-USS-4","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.664","L2 QC Electrical Install-EY05-SWGR-RMU-USS-5","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.667","L2 QC Electrical Install-EY05-SWGR-RMU-USS-6","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.670","L2 QC Electrical Install-EY05-SWGR-RMU-USS-7","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.673","L2 QC Electrical Install-EY05-SWGR-RMU-USS-8","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.676","L2 QC Electrical Install-EY05-SWGR-RMU-USS-9","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.679","L2 QC Electrical Install-EY05-SWGR-RMU-USS-10","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.682","L2 QC Electrical Install-EY05-SWGR-RMU-USS-11","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.685","L2 QC Electrical Install-EY05-SWGR-RMU-USS-12","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.688","L2 QC Electrical Install-EY05-SWGR-RMU-USS-13","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.691","L2 QC Electrical Install-EY05-SWGR-RMU-USS-14","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.694","L2 QC Electrical Install-EY05-SWGR-RMU-USS-15","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.697","L2 QC Electrical Install-EY05-SWGR-RMU-USS-16","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.700","L2 QC Electrical Install-EY05-SWGR-RMU-USS-17","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.703","L2 QC Electrical Install-EY05-SWGR-RMU-USS-18","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.706","L2 QC Electrical Install-EY05-SWGR-RMU-USS-19","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.709","L2 QC Electrical Install-EY05-SWGR-RMU-USS-20","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.712","L2 QC Electrical Install-EY05-SWGR-RMU-USS-21","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.715","L2 QC Electrical Install-EY05-SWGR-RMU-USS-22","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.718","L2 QC Electrical Install-EY05-SWGR-RMU-USS-23","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.721","L2 QC Electrical Install-EY05-SWGR-RMU-USS-24","2025-11-25","2025-12-01","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.727","L2 QC Electrical Install-EY05-SWGR-RMU-USS-26","2025-11-25","2025-12-01","16"
"DCH","CN-F-Z01.DCH.S39.HA-13.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-13 in Room 1-500-Zone 1 DCH","2025-11-25","2025-12-01","16"
"DCH","CN-F-Z01.DCH.S39.HA-14.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-14 in Room 1-500-Zone 1 DCH","2025-11-25","2025-12-01","16"
"DCH","CN-F-Z01.DCH.S39.HA-15.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-15 in Room 1-500-Zone 1 DCH","2025-11-25","2025-12-01","16"
"GPS","CN-F-Z02.EYD.S14.GEN-3.1162","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-3","2025-11-25","2025-11-26","8"
"GPS","CN-F-Z02.EYD.S14.GEN-2.1331","Term & Torque MV Feeder from EY06-SWGR-GPS to EY06-GEN-2 at EY06-GEN-2","2025-11-25","2025-11-26","8"
"MCP","588335121","EFL / FG Wire Pulls-MCP CTR 04,BUILDOUT","2025-11-25","2025-12-05","48"
"MCP","588301568","Receptacles wire pulls & terms-MCP CTR 04,BUILDOUT","2025-11-25","2025-12-05","48"
"DCH","784096531","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Fire Riser Finishes","2025-11-30","2025-12-01","8"
"DCH","784039311","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Set AC/EF/EUHs","2025-11-30","2025-12-03","24"
"GPS","CN-F-Z02.EYD.S14.GEN-4.1163","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-4","2025-11-30","2025-12-01","8"
"GPS","CN-F-Z02.EYD.S14.GEN-3.1332","Term & Torque MV Feeder from EY06-SWGR-GPS to EY06-GEN-3 at EY06-GEN-3","2025-11-30","2025-12-01","8"
"SSS","CX-F-Z02.EYD.S14.L2.1512","L2 QC Electrical Install-EY06-PNL-SSS-F-BDC","2025-11-30","2025-12-02","16"
"MYD","CN-F-Z01.MYD.S39.FRR.003","Pull & Term Fire Alarm Circuits to Devices & Ctrl Panels from MYD MUP Module","2025-11-30","2025-12-12","80"
"GPS","CN-F-Z01.EYD.S14.GEN-13.313","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-13","2025-12-01","2025-12-03","16"
"DCH","CN-F-Z01.DCH.S39.HA-13.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-13 in Room 1-500-Zone 1 DCH","2025-12-01","2025-12-03","16"
"DCH","CN-F-Z01.DCH.S39.HA-14.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-14 in Room 1-500-Zone 1 DCH","2025-12-01","2025-12-03","16"
"DCH","CN-F-Z01.DCH.S39.HA-15.0001","Install VESDA Panel for Inside Hot Aisle Loop SVH HA S-15 in Room 1-500-Zone 1 DCH","2025-12-01","2025-12-03","16"
"GPS","CN-F-Z02.EYD.S14.GEN-5.1164","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-5","2025-12-01","2025-12-02","8"
"GPS","CN-F-Z02.EYD.S14.GEN-4.1333","Term & Torque MV Feeder from EY06-SWGR-GPS to EY06-GEN-4 at EY06-GEN-4","2025-12-01","2025-12-02","8"
"USS YARD","CN-F-Z01.MYD.S24.USS-4.1740","Pull,Term,Test & Torque Feeder from MY05-SWGR-USS-CUB-4 to MCP4-Chiller","2025-12-01","2025-12-08","40"
"GPS","CN-F-Z02.EYD.S14.EYD.0006","Install Cable Tray from Z2 EY-06-GEN 13-17 to GPS-2","2025-12-01","2025-12-05","32"
"MYD","CN-F-Z01.MYD.S24.MYD.0003","Install Cable Tray at Z1 MYD USS-06","2025-12-01","2025-12-15","80"
"MYD","CN-F-Z01.MYD.S29.MYD.012","MYD1-Z1-Install & tape Heat Trace Wire for MCP-02","2025-12-01","2025-12-08","40"
"MCP","790348995","Cormaci Caulk Floor Joints-MCP CTR 01,BUILDOUT","2025-12-01","2025-12-05","32"
"USS YARD","642335309","BDC for MY-01-USS-06,USS 6-LV","2025-12-01","2025-12-08","40"
"MCP","101321387","EFL / FG Wire Pulls-MCP CTR 02,BUILDOUT","2025-12-01","2025-12-04","24"
"EYD","CX-10246","EYD1-SSS-E Module Level 3","2025-12-02","2025-12-08","32"
"DCH","019049946","DCH2-Fire Riser 1-571-Install Fire Suppression Equipment","2025-12-02","2025-12-16","80"
"DCH","470092083","DCH2-Fire Riser 1-573-Prime,1st,& Final Coat Paint","2025-12-02","2025-12-05","24"
"GPS","CN-F-Z02.EYD.S14.GEN-6.1165","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-6","2025-12-02","2025-12-03","8"
"GPS","CN-F-Z02.EYD.S14.GEN-5.1334","Term & Torque MV Feeder from EY06-SWGR-GPS to EY06-GEN-5 at EY06-GEN-5","2025-12-02","2025-12-03","8"
"DCH","CN-F-Z02.DCH.S18.TB.2138","Complete Pathway to TAPBOX-43TOP in Zone 2 DCH","2025-12-02","2025-12-03","8"
"DCH","CN-F-Z02.DCH.S18.TB.2142","Complete Pathway to TAPBOX-43BOT in Zone 2 DCH","2025-12-02","2025-12-03","8"
"DCH","CN-F-Z02.DCH.S18.TB.2143","Complete Pathway to TAPBOX-44BOT in Zone 2 DCH","2025-12-02","2025-12-03","8"
"USS YARD","CN-F-Z02.DCH.S18.TB.155","Pull,Term,Test & Torque Feeder from EY06-SWGR-USS-1 to TAPBOX-39BOT","2025-12-02","2025-12-04","16"
"DCH","CN-F-Z02.DCH.S18.TB.174","Complete Pathway to TAPBOX-44TOP in Zone 2 DCH","2025-12-02","2025-12-09","40"
"MCP","118361044","610 Motor Wire Pulls-MCP CTR 06,BUILDOUT","2025-12-02","2025-12-04","16"
"MCP","118390072","610 Motor Heater Wire Pulls-MCP CTR 06,BUILDOUT","2025-12-02","2025-12-04","16"
"MYD","CX-10509","MYD1-Battery Skid A L3","2025-12-03","2025-12-05","16"
"DCH","784071266","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Install Ceramic Tile","2025-12-03","2025-12-10","40"
"GPS","CN-F-Z01.EYD.S14.GEN-12.312","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-12","2025-12-03","2025-12-04","8"
"GPS","CN-F-Z02.EYD.S14.GEN-7.1166","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-7","2025-12-03","2025-12-04","8"
"GPS","CN-F-Z02.EYD.S14.GEN-6.1335","Term & Torque MV Feeder from EY06-SWGR-GPS to EY06-GEN-6 at EY06-GEN-6","2025-12-03","2025-12-04","8"
"DCH","CN-F-Z02.DCH.S18.TB.2146","Complete Pathway to TAPBOX-45TOP in Zone 2 DCH","2025-12-03","2025-12-04","8"
"DCH","CN-F-Z01.DCH.S36.TEQP.004","Place,Anchor,Fit-Out & Ground IDF 1.7 in Zone 1 DCH North","2025-12-03","2025-12-05","16"
"DCH","CN-F-Z02.DCH.S18.TB.178","Complete Pathway to TAPBOX-45BOT in Zone 2 DCH","2025-12-03","2025-12-10","40"
"DCH","CN-F-Z02.DCH.S18.TB.182","Complete Pathway to TAPBOX-46BOT in Zone 2 DCH","2025-12-03","2025-12-10","40"
"DCH","CN-F-Z02.DCH.S18.TB.186","Complete Pathway to TAPBOX-46TOP in Zone 2 DCH","2025-12-03","2025-12-10","40"
"DCH","A1060","BMS-DCH1-Terminate Fiber Loop","2025-12-03","2025-12-17","80"
"DCH","A1130","BMS-DCH2-Splice Fiber Loob","2025-12-03","2025-12-17","80"
"DCH","A1150","BMS-DCH1-Leak Detection-Pull Wire-North West","2025-12-03","2025-12-10","40"
"EYD","CON-BB-5495","EYD2-S18 USS 480 Tap Box Terms & Torques Group 1","2025-12-03","2025-12-17","80"
"DCH","CON-8075","DCH2-BMS/PMS+Sec+Device install (breakout & detail) HA 20","2025-12-04","2025-12-08","16"
"GPS","CN-F-Z01.EYD.S14.GEN-11.311","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-11","2025-12-04","2025-12-05","8"
"SSS","CX-F-Z01.EYD.S14.L2.643","L2 QC Electrical Install-EY05-PNL-SSS-E-BDC","2025-12-04","2025-12-08","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.724","L2 QC Electrical Install-EY05-SWGR-RMU-USS-25","2025-12-04","2025-12-08","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.725","L2 QC Electrical Install-EY05-XFMR-USS-25","2025-12-04","2025-12-08","16"
"SSS","CX-F-Z01.EYD.S14.L2.748","L2 QC Electrical Install-EY05-PNL-SSS-E-RP","2025-12-04","2025-12-08","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.750","L2 QC Electrical Install-EY05-USS-MDA-E","2025-12-04","2025-12-08","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.751","L2 QC Electrical Install-EY05-USS-MDA-F","2025-12-04","2025-12-08","16"
"SSS","CX-F-Z01.EYD.S14.L2.764","L2 QC Electrical Install-EY05-PACK-SSS-F-AC-3","2025-12-04","2025-12-08","16"
"GPS","CN-F-Z02.EYD.S14.GEN-8.1167","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-GEN-8","2025-12-04","2025-12-05","8"
"GPS","CN-F-Z02.EYD.S14.GEN-7.1336","Term & Torque MV Feeder from EY06-SWGR-GPS to EY06-GEN-7 at EY06-GEN-7","2025-12-04","2025-12-05","8"
"USS YARD","CN-F-Z01.EYD.S14.CW.3242","Pull,Term,Test & Torque Feeder from EY05-USS-3 (Control) to EY05-USS-4 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3245","Pull,Term,Test & Torque Feeder from EY05-USS-6 (Control) to EY05-USS-7 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3248","Pull,Term,Test & Torque Feeder from EY05-USS-9 (Control) to EY05-USS-10 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3251","Pull,Term,Test & Torque Feeder from EY05-USS-12 (Control) to EY05-USS-13 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3254","Pull,Term,Test & Torque Feeder from EY05-USS-15 (Control) to EY05-USS-16 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3257","Pull,Term,Test & Torque Feeder from EY05-USS-18 (Control) to EY05-USS-19 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3260","Pull,Term,Test & Torque Feeder from EY05-USS-21 (Control) to EY05-USS-22 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3263","Pull,Term,Test & Torque Feeder from EY05-USS-24 (Control) to EY05-USS-25 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3337","Pull,Term,Test & Torque Feeder from EY05-USS-2 (Control) to EY05-USS-1 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3338","Pull,Term,Test & Torque Feeder from EY05-USS-5 (Control) to EY05-USS-4 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3339","Pull,Term,Test & Torque Feeder from EY05-USS-8 (Control) to EY05-USS-7 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3340","Pull,Term,Test & Torque Feeder from EY05-USS-11 (Control) to EY05-USS-10 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3341","Pull,Term,Test & Torque Feeder from EY05-USS-14 (Control) to EY05-USS-13 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3342","Pull,Term,Test & Torque Feeder from EY05-USS-17 (Control) to EY05-USS-16 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3343","Pull,Term,Test & Torque Feeder from EY05-USS-20 (Control) to EY05-USS-19 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3344","Pull,Term,Test & Torque Feeder from EY05-USS-23 (Control) to EY05-USS-22 (Control)","2025-12-04","2025-12-18","80"
"USS YARD","CN-F-Z01.EYD.S14.CW.3345","Pull,Term,Test & Torque Feeder from EY05-USS-26 (Control) to EY05-USS-25 (Control)","2025-12-04","2025-12-18","80"
"MCP","118385297","Receptacles wire pulls & terms-MCP CTR 06,BUILDOUT","2025-12-04","2025-12-12","48"
"MCP","101386101","Heat Trace wire pulls-MCP CTR 02,BUILDOUT","2025-12-04","2025-12-12","48"
"MCP","118391231","EFL / FG Wire Pulls-MCP CTR 06,BUILDOUT","2025-12-04","2025-12-12","48"
"EYD","CON-8475","EYD2-MV Cable Pull & Terms GEN 9-16 (A & B) to GPS2","2025-12-07","2026-01-13","200"
"DCH","470009852","DCH2-Fire Riser 1-573-Set EUH","2025-12-07","2025-12-08","8"
"GPS","CN-F-Z01.EYD.S14.GEN-10.310","Pull & Test MV Feeder from EY05-SWG-GPS to EY05-GEN-10","2025-12-07","2025-12-08","8"
"DCH","CN-F-Z02.DCH.S39.HA-35.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-35 in Room 1-550-Zone 2 DCH","2025-12-07","2025-12-09","16"
"DCH","CN-F-Z02.DCH.S39.HA-36.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-36 in Room 1-550-Zone 2 DCH","2025-12-07","2025-12-09","16"
"DCH","CN-F-Z02.DCH.S39.HA-37.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-37 in Room 1-550-Zone 2 DCH","2025-12-07","2025-12-09","16"
"DCH","CN-F-Z02.DCH.S39.HA-38.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-38 in Room 1-550-Zone 2 DCH","2025-12-07","2025-12-09","16"
"SSS","CN-F-Z02.EYD.S14.SSS-E.1078","Pull & Test MV Feeder from EY06-SWGR-SSS-E to EY06-XFMR-E","2025-12-07","2025-12-19","80"
"SSS","CN-F-Z02.EYD.S14.SSS-F.1080","Pull & Test MV Feeder from EY06-SWGR-SSS-F to EY06-XFMR-F","2025-12-07","2025-12-19","80"
